Guillaume BLAIS DUFOUR POSITION,Guillaume BLAIS DUFOUR LAP TIME,Guillaume BLAIS DUFOUR ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,SONG Seung-Woo POSITION,SONG Seung-Woo LAP TIME,SONG Seung-Woo ELAPSED TIME,Jonathan SERMENO POSITION,Jonathan SERMENO LAP TIME,Jonathan SERMENO ELAPSED TIME
3,12.33,12.33,2,12.21,12.21,1,12.01,12.01,4,12.41,12.41
3,9.61,21.95,2,9.61,21.82,1,9.50,21.52,4,9.68,22.10
3,9.22,31.17,2,9.25,31.07,1,9.35,30.87,4,9.21,31.32
3,9.49,40.67,2,9.47,40.54,1,9.42,40.30,4,9.42,40.74
3,9.23,49.91,2,9.25,49.80,1,9.22,49.52,4,9.22,49.96
2,9.20,59.12,3,9.34,59.15,1,9.38,58.91,4,9.35,59.32
2,9.15,1:08.27,3,9.26,1:08.41,1,9.13,1:08.04,4,9.24,1:08.57
2,9.03,1:17.30,3,9.18,1:17.60,1,9.19,1:17.23,4,9.43,1:18.00
1,9.18,1:26.474,4,16.25,1:33.846,2,9.45,1:26.680,3,10.38,1:28.373
