Daniel ZETZSCHE POSITION,Daniel ZETZSCHE LAP TIME,Daniel ZETZSCHE ELAPSED TIME,SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME
2,14.04,14.04,1,14.03,14.03,3,14.16,14.16,4,14.34,14.34
2,10.21,24.25,1,10.12,24.15,3,10.22,24.38,4,10.12,24.46
2,10.35,34.60,1,10.32,34.47,3,10.29,34.67,4,10.30,34.76
3,10.22,44.82,1,10.24,44.71,2,10.10,44.77,4,10.16,44.92
3,9.94,54.76,1,9.84,54.55,2,9.91,54.68,4,9.95,54.87
3,9.51,1:04.27,1,9.48,1:04.03,2,9.45,1:04.13,4,9.51,1:04.38
3,9.13,1:13.40,1,9.13,1:13.16,2,9.13,1:13.26,4,9.12,1:13.50
3,9.05,1:22.45,1,8.85,1:22.01,2,8.85,1:22.11,4,9.07,1:22.57
3,9.23,1:31.673,1,8.87,1:30.872,2,8.79,1:30.893,4,9.22,1:31.789
