Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME
1,13.73,13.73,2,13.74,13.74,4,14.22,14.22,3,14.08,14.08
2,10.89,24.62,1,10.85,24.60,4,10.61,24.83,3,10.75,24.83
2,10.33,34.96,1,10.29,34.89,4,10.35,35.19,3,10.15,34.99
1,10.06,45.02,2,10.22,45.12,4,10.08,45.27,3,10.24,45.24
2,10.08,55.10,1,9.91,55.03,4,9.99,55.26,3,10.00,55.24
2,10.04,1:05.14,1,10.02,1:05.06,4,10.11,1:05.38,3,10.06,1:05.31
1,9.88,1:15.03,2,10.01,1:15.07,4,9.88,1:15.26,3,9.90,1:15.22
1,9.93,1:24.96,2,9.89,1:24.97,4,10.19,1:25.46,3,10.02,1:25.24
2,10.04,1:34.993,1,9.98,1:34.942,4,10.64,1:36.093,3,10.06,1:35.297
