FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,Kimberly GOETZ POSITION,Kimberly GOETZ LAP TIME,Kimberly GOETZ ELAPSED TIME
3,15.15,15.15,4,15.29,15.29,2,15.02,15.02,1,14.80,14.80
2,11.39,26.54,4,11.54,26.83,3,11.61,26.63,1,11.67,26.47
2,10.32,36.86,4,10.31,37.14,3,10.35,36.98,1,10.21,36.68
2,9.77,46.63,4,9.71,46.85,3,9.75,46.73,1,9.81,46.49
2,9.68,56.31,4,9.65,56.50,3,9.65,56.38,1,9.70,56.19
2,9.73,1:06.04,4,9.72,1:06.22,3,9.76,1:06.14,1,9.79,1:05.98
1,9.64,1:15.68,4,9.89,1:16.11,3,9.84,1:15.98,2,9.99,1:15.97
1,9.83,1:25.51,3,9.78,1:25.89,2,9.76,1:25.74,4,29.01,1:44.98
1,10.09,1:35.596,3,9.90,1:35.783,2,9.96,1:35.692,0,,notime
