Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME
1,14.30,14.30,2,14.35,14.35,3,14.50,14.50,4,14.56,14.56
2,11.65,25.95,1,11.45,25.80,3,11.62,26.12,4,11.57,26.13
2,9.97,35.92,1,10.02,35.82,4,9.93,36.05,3,9.80,35.93
1,9.25,45.17,2,9.37,45.19,3,9.30,45.35,4,9.60,45.53
1,9.16,54.33,2,9.16,54.35,3,9.14,54.49,4,9.09,54.62
2,9.08,1:03.41,1,9.06,1:03.41,3,9.04,1:03.53,4,9.02,1:03.64
4,9.60,1:13.01,3,9.42,1:12.83,1,9.18,1:12.71,2,9.18,1:12.82
4,9.38,1:22.39,3,9.46,1:22.29,1,9.01,1:21.72,2,9.27,1:22.09
4,9.62,1:32.002,3,9.46,1:31.743,1,9.24,1:30.960,2,9.52,1:31.606
