START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,season,competition,event,gender,round,race
1,6.72,6.72,2,6.91,6.91,3,7.11,7.11,4,7.33,7.33,2012-2013,"ISU World Cup 2012/2013, Sochi (RUS)",500m(2),m,Quarterfinals,3
1,8.81,15.53,2,8.75,15.66,3,8.84,15.95,4,9.07,16.40,2012-2013,"ISU World Cup 2012/2013, Sochi (RUS)",500m(2),m,Quarterfinals,3
1,8.45,23.98,2,8.33,23.99,3,8.37,24.32,4,8.48,24.88,2012-2013,"ISU World Cup 2012/2013, Sochi (RUS)",500m(2),m,Quarterfinals,3
2,8.74,32.72,1,8.62,32.61,3,8.50,32.82,4,8.61,33.49,2012-2013,"ISU World Cup 2012/2013, Sochi (RUS)",500m(2),m,Quarterfinals,3
2,8.88,41.598,1,8.87,41.477,3,8.81,41.629,4,8.86,42.350,2012-2013,"ISU World Cup 2012/2013, Sochi (RUS)",500m(2),m,Quarterfinals,3
