Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME
4,8.138,8.138,3,7.646,7.646,2,6.916,6.916,1,6.635,6.635
4,10.693,18.831,2,8.218,15.863,3,9.193,16.109,1,9.040,15.674
4,10.238,29.069,1,8.523,24.386,3,8.799,24.908,2,8.732,24.407
4,10.324,39.393,2,9.056,33.442,3,8.652,33.559,1,8.844,33.251
4,10.541,49.934,2,8.973,42.414,3,8.992,42.551,1,8.894,42.145
