EMONS Friso POSITION,EMONS Friso LAP TIME,EMONS Friso ELAPSED TIME,Muhammed Emir HAN POSITION,Muhammed Emir HAN LAP TIME,Muhammed Emir HAN ELAPSED TIME,AN Kai POSITION,AN Kai LAP TIME,AN Kai ELAPSED TIME,VIGANTS Endijs POSITION,VIGANTS Endijs LAP TIME,VIGANTS Endijs ELAPSED TIME,PARK Ji Won POSITION,PARK Ji Won LAP TIME,PARK Ji Won ELAPSED TIME
2,12.49,12.49,4,12.77,12.77,1,12.41,12.41,5,12.94,12.94,3,12.66,12.66
3,9.64,22.13,4,9.49,22.26,2,9.65,22.06,5,9.43,22.37,1,9.23,21.89
2,9.04,31.17,4,9.12,31.38,3,9.21,31.27,5,9.18,31.55,1,9.21,31.10
4,9.33,40.50,3,9.03,40.41,2,9.03,40.30,5,9.22,40.77,1,9.15,40.25
3,8.87,49.37,4,9.06,49.47,1,8.90,49.20,5,9.42,50.19,2,9.06,49.31
3,8.98,58.35,4,9.30,58.77,1,8.91,58.11,5,9.57,59.76,2,8.93,58.24
3,8.91,1:07.26,4,9.79,1:08.56,2,8.99,1:07.10,5,9.75,1:09.51,1,8.66,1:06.90
3,8.89,1:16.15,4,10.34,1:18.90,2,8.93,1:16.03,5,10.13,1:19.64,1,8.80,1:15.70
3,9.11,1:25.26,4,10.96,1:29.86,2,9.01,1:25.04,5,10.35,1:29.99,1,9.02,1:24.72
