Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,CHARPENTIER Xavier POSITION,CHARPENTIER Xavier LAP TIME,CHARPENTIER Xavier ELAPSED TIME,Philip BROJAKA POSITION,Philip BROJAKA LAP TIME,Philip BROJAKA ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,LEFRANCOIS-GAUVREAU Mathieu POSITION,LEFRANCOIS-GAUVREAU Mathieu LAP TIME,LEFRANCOIS-GAUVREAU Mathieu ELAPSED TIME
5,13.840,13.840,1,13.688,13.688,3,13.784,13.784,4,13.793,13.793,2,13.781,13.781
3,10.445,24.284,1,10.285,23.972,4,10.534,24.318,5,10.740,24.533,2,10.448,24.228
3,10.339,34.623,1,10.279,34.251,4,10.445,34.762,5,10.296,34.828,2,10.376,34.604
2,9.503,44.125,1,9.708,43.958,4,9.566,44.328,5,9.841,44.668,3,9.653,44.256
3,9.812,53.937,1,9.525,53.483,4,9.788,54.116,5,13.016,57.684,2,9.640,53.896
2,9.724,1:03.661,1,9.801,1:03.284,5,9.792,1:03.907,4,6.190,1:03.873,3,9.904,1:03.799
3,9.593,1:13.253,1,9.369,1:12.652,4,9.512,1:13.419,5,9.687,1:13.560,2,9.176,1:12.975
2,9.545,1:22.797,3,10.327,1:22.979,4,9.739,1:23.157,5,10.039,1:23.598,1,9.344,1:22.319
2,9.86,1:32.648,3,10.64,1:33.614,0,,DQ,4,10.41,1:34.007,1,10.07,1:32.384
