Pavel RYBAKOV POSITION,Pavel RYBAKOV LAP TIME,Pavel RYBAKOV ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME
2,13.02,13.02,1,12.99,12.99,4,13.38,13.38,3,13.18,13.18
1,9.30,22.32,2,9.43,22.42,4,9.29,22.67,3,9.28,22.46
1,9.33,31.65,4,18.75,41.17,3,9.26,31.93,2,9.26,31.72
1,9.45,41.10,4,13.19,54.36,3,9.38,41.31,2,9.46,41.18
1,9.49,50.59,4,12.47,1:06.83,3,9.50,50.81,2,9.51,50.69
1,9.40,59.99,4,13.02,1:19.85,3,9.30,1:00.11,2,9.40,1:00.09
2,9.30,1:09.29,4,12.45,1:32.30,1,8.87,1:08.98,3,9.26,1:09.35
3,9.60,1:18.89,4,12.31,1:44.61,1,8.91,1:17.89,2,9.16,1:18.51
3,10.19,1:29.078,4,12.92,1:57.530,1,9.48,1:27.365,2,9.30,1:27.809
