WANG Hong Yang POSITION,WANG Hong Yang LAP TIME,WANG Hong Yang ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME
3,6.87,6.87,1,6.63,6.63,2,6.83,6.83,4,7.04,7.04
2,9.01,15.88,1,9.17,15.80,3,9.12,15.96,4,9.07,16.11
3,8.76,24.64,1,8.77,24.58,2,8.63,24.59,4,8.74,24.86
3,8.84,33.48,1,8.68,33.27,2,8.86,33.46,4,8.70,33.57
2,9.21,42.690,1,9.24,42.508,0,,DQ,3,9.17,42.734
