Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Andrej VALACH POSITION,Andrej VALACH LAP TIME,Andrej VALACH ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME
2,6.84,6.84,3,7.11,7.11,1,6.84,6.84,4,7.19,7.19
2,9.27,16.11,4,9.50,16.61,1,9.21,16.05,3,9.22,16.41
2,8.80,24.91,4,9.12,25.73,1,8.76,24.81,3,9.03,25.44
2,9.00,33.91,4,9.25,34.98,1,8.95,33.76,3,8.82,34.26
2,9.50,43.408,4,9.77,44.747,1,9.37,43.128,3,9.26,43.512
