PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME
2,7.66,7.66,1,7.45,7.45,3,7.78,7.78
2,9.30,16.96,1,9.43,16.88,3,9.50,17.28
2,9.02,25.98,1,9.02,25.90,3,9.15,26.43
2,9.08,35.06,1,9.06,34.96,3,9.27,35.70
2,9.23,44.285,1,9.24,44.195,3,9.62,45.318
