Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Adwin SNELLINK POSITION,Adwin SNELLINK LAP TIME,Adwin SNELLINK ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME
1,6.81,6.81,3,7.03,7.03,2,6.94,6.94,5,7.14,7.14,4,7.06,7.06
1,8.82,15.63,4,8.89,15.92,2,8.74,15.68,5,10.34,17.48,3,8.76,15.82
1,8.22,23.85,4,8.22,24.14,2,8.24,23.92,5,12.37,29.85,3,8.20,24.02
1,8.33,32.18,4,8.30,32.44,2,8.35,32.27,5,14.87,44.72,3,8.35,32.37
1,8.58,40.76,4,8.54,40.978,2,8.56,40.83,5,11.54,56.265,3,8.53,40.904
