Hazim SHAHRUM POSITION,Hazim SHAHRUM LAP TIME,Hazim SHAHRUM ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,SU Jun-Peng POSITION,SU Jun-Peng LAP TIME,SU Jun-Peng ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME
1,12.94,12.94,4,13.03,13.03,3,13.01,13.01,5,13.18,13.18,1,12.94,12.94
5,9.79,22.73,2,9.22,22.25,3,9.33,22.34,4,9.24,22.42,1,9.21,22.15
5,9.66,32.39,2,9.58,31.83,3,9.60,31.94,4,9.64,32.06,1,9.58,31.73
5,9.66,42.05,1,9.20,41.03,3,9.31,41.25,4,9.31,41.37,2,9.41,41.14
5,9.85,51.90,2,9.22,50.25,3,9.15,50.40,4,9.15,50.52,1,9.03,50.17
5,10.00,1:01.90,2,9.17,59.42,3,9.17,59.57,4,9.22,59.74,1,9.17,59.34
5,10.20,1:12.10,2,9.15,1:08.57,3,9.29,1:08.86,4,9.43,1:09.17,1,9.13,1:08.47
5,10.61,1:22.71,2,9.19,1:17.76,3,9.68,1:18.54,4,9.60,1:18.77,1,9.22,1:17.69
5,10.94,1:33.632,2,9.45,1:27.186,3,9.96,1:28.484,4,9.80,1:28.559,1,9.41,1:27.085
