Mara ZINI POSITION,Mara ZINI LAP TIME,Mara ZINI ELAPSED TIME,Alanna KRAUS POSITION,Alanna KRAUS LAP TIME,Alanna KRAUS ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME
2,7.161,7.161,4,7.618,7.618,3,7.441,7.441,1,7.057,7.057
2,9.706,16.866,4,9.853,17.470,3,9.721,17.161,1,9.714,16.770
1,9.172,26.038,4,9.107,26.577,2,8.970,26.131,3,9.537,26.307
2,9.634,35.672,4,9.331,35.907,1,9.186,35.317,3,9.373,35.679
2,9.86,45.532,3,9.80,45.701,4,10.40,45.717,1,9.48,45.157
