Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME
2,7.15,7.15,1,6.92,6.92,3,7.25,7.25,4,7.43,7.43
2,9.31,16.46,1,9.19,16.11,3,9.39,16.64,4,9.30,16.73
2,8.66,25.12,1,8.76,24.87,3,8.67,25.31,4,8.68,25.41
2,8.84,33.96,1,8.85,33.72,3,8.75,34.06,4,8.74,34.15
2,8.77,42.722,1,8.98,42.692,3,8.88,42.940,4,8.83,42.975
