Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Nihad BASIC POSITION,Nihad BASIC LAP TIME,Nihad BASIC ELAPSED TIME
1,6.91,6.91,3,7.20,7.20,2,7.03,7.03,4,7.33,7.33
1,9.06,15.97,3,9.14,16.34,2,9.17,16.20,4,9.69,17.02
1,8.63,24.60,3,8.76,25.10,2,8.66,24.86,4,9.23,26.25
1,8.69,33.29,3,8.87,33.97,2,8.62,33.48,4,9.55,35.80
2,8.91,42.197,3,9.04,43.010,1,8.72,42.193,4,9.81,45.608
