Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Szandra LAJTOS POSITION,Szandra LAJTOS LAP TIME,Szandra LAJTOS ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,CHENG Xiao Lei POSITION,CHENG Xiao Lei LAP TIME,CHENG Xiao Lei ELAPSED TIME
2,15.256,15.256,1,14.762,14.762,4,15.450,15.450,3,15.307,15.307
3,11.131,26.387,1,11.441,26.202,4,11.125,26.574,2,11.069,26.375
2,10.477,36.863,3,10.666,36.867,4,10.302,36.875,1,10.280,36.654
3,9.842,46.704,1,9.636,46.503,2,9.722,46.597,4,10.097,46.750
2,10.299,57.003,4,10.536,57.039,3,10.432,57.029,1,10.160,56.910
1,9.672,1:06.674,4,10.163,1:07.202,3,9.727,1:06.755,2,9.796,1:06.706
2,9.891,1:16.564,4,10.008,1:17.209,3,10.011,1:16.766,1,9.737,1:16.443
2,9.772,1:26.336,1,8.852,1:26.060,4,9.782,1:26.547,3,9.909,1:26.351
1,9.72,1:36.051,4,13.06,1:39.119,3,9.74,1:36.280,2,9.82,1:36.170
