DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,VANHOOREN Rino POSITION,VANHOOREN Rino LAP TIME,VANHOOREN Rino ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME
3,14.53,14.53,4,14.58,14.58,1,14.41,14.41,2,14.48,14.48,5,14.79,14.79
3,10.22,24.75,2,10.13,24.71,4,10.35,24.76,1,10.13,24.61,5,10.07,24.86
1,9.46,34.21,3,9.79,34.50,4,9.90,34.66,2,9.76,34.37,5,9.97,34.83
2,9.79,44.00,1,9.49,43.99,4,9.59,44.25,3,9.71,44.08,5,9.50,44.33
2,9.48,53.48,1,9.39,53.38,4,9.43,53.68,3,9.49,53.57,5,9.51,53.84
2,9.43,1:02.91,1,9.45,1:02.83,4,9.47,1:03.15,3,9.46,1:03.03,5,9.44,1:03.28
2,9.25,1:12.16,1,9.25,1:12.08,4,9.24,1:12.39,3,9.25,1:12.28,5,9.31,1:12.59
2,9.28,1:21.44,1,9.28,1:21.36,4,9.31,1:21.70,3,9.26,1:21.54,5,9.49,1:22.08
2,9.37,1:30.81,1,9.38,1:30.74,4,9.39,1:31.065,3,9.41,1:30.931,5,9.94,1:31.993
