Maxime LAOUN POSITION,Maxime LAOUN LAP TIME,Maxime LAOUN ELAPSED TIME,SU Jun-Peng POSITION,SU Jun-Peng LAP TIME,SU Jun-Peng ELAPSED TIME,de Vin WONG POSITION,de Vin WONG LAP TIME,de Vin WONG ELAPSED TIME,Ivan MOJSILOVIC POSITION,Ivan MOJSILOVIC LAP TIME,Ivan MOJSILOVIC ELAPSED TIME
4,8.94,8.94,1,7.30,7.30,2,7.41,7.41,3,7.78,7.78
4,10.36,19.30,1,9.72,17.02,2,9.92,17.33,3,10.20,17.98
4,9.29,28.59,1,9.44,26.46,2,9.70,27.03,3,9.93,27.91
3,9.36,37.95,1,9.54,36.00,2,9.86,36.89,4,10.06,37.97
3,9.28,47.226,1,9.85,45.849,2,10.15,47.037,4,10.02,47.985
