Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,JIN Sun-Yu POSITION,JIN Sun-Yu LAP TIME,JIN Sun-Yu ELAPSED TIME,Tania VICENT POSITION,Tania VICENT LAP TIME,Tania VICENT ELAPSED TIME
1,12.550,12.550,3,12.720,12.720,4,12.860,12.860,2,12.640,12.640
1,9.870,22.420,2,9.880,22.610,3,9.870,22.730,4,10.140,22.790
2,10.220,32.650,4,10.070,32.680,3,9.940,32.670,1,9.840,32.640
1,9.700,42.350,2,9.840,42.530,4,10.020,42.690,3,9.920,42.560
1,9.660,52.010,4,9.590,52.120,3,9.360,52.060,2,9.460,52.020
2,9.690,1:01.710,3,9.850,1:01.970,1,9.600,1:01.660,4,9.970,1:02.000
2,9.710,1:11.420,3,9.520,1:11.500,1,9.570,1:11.240,4,9.640,1:11.640
1,9.300,1:20.730,4,9.830,1:21.330,2,9.710,1:20.950,3,9.690,1:21.330
3,10.080,1:30.810,4,9.810,1:31.140,2,9.780,1:30.740,1,9.330,1:30.660
