TAO Jiaying POSITION,TAO Jiaying LAP TIME,TAO Jiaying ELAPSED TIME,Kimberly GOETZ POSITION,Kimberly GOETZ LAP TIME,Kimberly GOETZ ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME
3,13.25,13.25,1,13.16,13.16,2,13.21,,4,13.34,13.34,5,13.52,13.52
1,10.35,23.60,5,23.52,36.68,3,10.60,,2,10.35,23.69,4,10.43,23.95
1,10.22,33.82,5,12.32,49.00,4,10.22,,2,10.23,33.92,3,10.07,34.02
1,9.89,43.71,5,10.88,59.88,3,9.80,,2,9.87,43.79,4,20.54,54.56
1,9.90,53.61,4,10.76,1:10.64,3,10.00,,2,9.91,53.70,5,21.04,1:15.60
1,9.85,1:03.46,4,11.11,1:21.75,3,9.86,,2,9.84,1:03.54,5,12.15,1:27.75
1,9.93,1:13.39,4,12.67,1:34.42,3,9.90,,2,9.95,1:13.49,5,11.52,1:39.27
1,9.94,1:23.33,4,11.70,1:46.12,3,10.13,,2,9.92,1:23.41,5,11.70,1:50.97
1,10.11,1:33.44,4,11.95,1:58.07,3,10.86,,2,10.12,1:33.53,4,12.18,2:03.124
