Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME,Szandra LAJTOS POSITION,Szandra LAJTOS LAP TIME,Szandra LAJTOS ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME
1,13.34,13.34,2,13.43,13.43,3,13.56,13.56,4,13.80,13.80
1,10.52,23.86,2,10.53,23.96,3,10.54,24.10,4,10.49,24.29
1,10.18,34.04,3,10.19,34.15,4,10.17,34.27,2,9.84,34.13
1,9.58,43.62,3,9.81,43.96,4,9.80,44.07,2,9.66,43.79
1,9.61,53.23,3,9.56,53.52,4,9.55,53.62,2,9.57,53.36
1,9.62,1:02.85,3,9.57,1:03.09,4,9.58,1:03.20,2,9.60,1:02.96
1,9.69,1:12.54,3,9.66,1:12.75,4,9.66,1:12.86,2,9.69,1:12.65
1,9.77,1:22.31,3,9.77,1:22.52,4,9.77,1:22.63,2,9.74,1:22.39
1,9.94,1:32.250,3,10.03,1:32.546,4,9.97,1:32.593,2,9.93,1:32.320
