Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Lucas NG POSITION,Lucas NG LAP TIME,Lucas NG ELAPSED TIME
2,13.05,13.05,1,12.96,12.96,3,13.16,13.16,4,17.12,17.12
2,10.57,23.62,1,10.59,23.55,3,10.54,23.70,4,11.23,28.35
2,10.60,34.22,1,10.50,34.05,3,10.68,34.38,4,10.06,38.41
2,10.17,44.39,1,10.16,44.21,3,10.03,44.41,4,10.16,48.57
2,9.56,53.95,1,9.66,53.87,3,9.65,54.06,4,10.49,59.06
2,9.35,1:03.30,1,9.33,1:03.20,3,9.36,1:03.42,4,10.54,1:09.60
1,9.10,1:12.40,2,9.37,1:12.57,3,9.16,1:12.58,4,10.83,1:20.43
1,8.99,1:21.39,3,9.49,1:22.06,2,8.98,1:21.56,4,11.98,1:32.41
1,9.04,1:30.424,3,10.21,1:32.267,2,9.14,1:30.693,4,11.38,1:43.781
