Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME,Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME
2,15.22,15.22,3,15.33,15.33,4,15.46,15.46,1,14.79,14.79
2,10.51,25.73,3,10.49,25.82,4,10.45,25.91,1,10.82,25.61
3,10.59,36.32,4,10.68,36.50,1,10.14,36.05,2,10.61,36.22
2,9.55,45.87,4,9.49,45.99,1,9.76,45.81,3,9.70,45.92
2,9.52,55.39,1,9.29,55.28,3,9.73,55.54,4,9.75,55.67
2,9.45,1:04.84,1,9.47,1:04.75,3,9.42,1:04.96,4,9.42,1:05.09
2,9.33,1:14.17,1,9.35,1:14.10,3,9.46,1:14.42,4,9.45,1:14.54
2,9.46,1:23.63,1,9.37,1:23.47,3,9.42,1:23.84,4,9.44,1:23.98
1,9.28,1:32.906,2,9.46,1:32.924,3,9.56,1:33.401,4,9.51,1:33.482
