Robert LAWRENCE POSITION,Robert LAWRENCE LAP TIME,Robert LAWRENCE ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Vladimir KUZOVNIKOV POSITION,Vladimir KUZOVNIKOV LAP TIME,Vladimir KUZOVNIKOV ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME
2,7.08,7.08,3,7.23,7.23,1,6.93,6.93,4,7.42,7.42
2,9.20,16.28,3,9.40,16.63,1,8.97,15.90,4,9.45,16.87
2,8.98,25.26,3,9.17,25.80,1,9.15,25.05,4,9.41,26.28
2,9.09,34.35,3,9.45,35.25,1,9.25,34.30,4,9.69,35.97
1,9.37,43.718,3,9.78,45.024,2,9.64,43.934,4,10.05,46.019
