WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME
1,12.96,12.96,2,13.07,13.07,3,13.09,13.09,4,13.27,13.27
2,9.94,22.90,3,9.92,22.99,1,9.67,22.76,4,9.88,23.15
1,10.15,33.05,3,10.20,33.19,2,10.29,33.05,4,10.14,33.29
1,9.77,42.82,3,9.84,43.03,2,9.86,42.91,4,9.81,43.10
1,9.97,52.79,3,9.97,53.00,2,9.99,52.90,4,9.97,53.07
1,9.96,1:02.75,3,9.95,1:02.95,2,9.96,1:02.86,4,9.99,1:03.06
1,9.86,1:12.61,4,9.87,1:12.82,2,9.86,1:12.72,3,9.75,1:12.81
1,9.64,1:22.25,4,9.89,1:22.71,2,9.76,1:22.48,3,9.86,1:22.67
1,9.72,1:31.967,3,9.54,1:32.244,2,9.70,1:32.172,4,9.99,1:32.655
