Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Alexander ZHELEZNOV POSITION,Alexander ZHELEZNOV LAP TIME,Alexander ZHELEZNOV ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME
0,14.330,14.330,0,14.224,14.224,0,14.533,14.533,0,14.062,14.062
0,11.291,25.621,0,11.126,25.350,0,10.779,25.312,0,10.945,25.007
0,9.802,35.423,0,10.329,35.679,0,10.305,35.617,0,10.417,35.424
0,9.819,45.242,0,10.135,45.814,0,10.187,45.804,0,10.075,45.499
0,9.801,55.043,0,9.227,55.041,0,9.486,55.290,0,9.767,55.266
0,9.361,1:04.404,0,9.374,1:04.415,0,9.599,1:04.888,0,9.555,1:04.820
0,9.508,1:13.912,0,9.523,1:13.937,0,9.811,1:14.699,0,9.302,1:14.122
0,9.727,1:23.639,0,9.620,1:23.557,0,9.897,1:24.596,0,10.181,1:24.303
0,,,0,,,0,,,0,,
