FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME
3,7.42,7.42,2,7.28,7.28,1,7.26,7.26,4,7.57,7.57
2,9.48,16.91,4,11.12,18.41,1,9.34,16.60,3,9.49,17.06
2,9.06,25.97,4,10.67,29.09,1,9.15,25.76,3,9.00,26.07
2,9.13,35.10,4,10.27,39.36,1,9.17,34.93,3,9.27,35.34
2,9.33,44.423,4,11.35,50.706,1,9.37,44.298,3,9.22,44.553
