Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME
1,7.75,7.75,2,7.88,7.88,3,7.96,7.96
1,9.88,17.63,2,9.87,17.75,3,10.37,18.33
1,9.31,26.94,2,9.32,27.07,3,9.49,27.82
1,9.49,36.43,2,9.45,36.52,3,9.55,37.37
1,9.60,46.023,2,9.60,46.114,3,9.82,47.185
