Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME,Cherise WILKINS POSITION,Cherise WILKINS LAP TIME,Cherise WILKINS ELAPSED TIME,KYE Min-Jung POSITION,KYE Min-Jung LAP TIME,KYE Min-Jung ELAPSED TIME
1,7.280,7.280,2,7.590,7.590,4,8.000,8.000,3,7.910,7.910
1,9.980,17.270,2,9.950,17.550,3,9.770,17.770,4,10.210,18.120
1,9.450,26.730,2,9.390,26.940,3,9.270,27.050,4,9.330,27.460
1,9.640,36.370,3,9.750,36.690,2,9.600,36.650,4,9.450,36.910
1,9.810,46.190,4,9.900,46.590,2,9.830,46.480,3,9.580,46.500
