LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Alexandre ST JEAN POSITION,Alexandre ST JEAN LAP TIME,Alexandre ST JEAN ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Pavel RYBAKOV POSITION,Pavel RYBAKOV LAP TIME,Pavel RYBAKOV ELAPSED TIME
1,6.78,6.78,2,6.88,6.88,3,7.05,7.05,4,7.28,7.28
1,8.95,15.73,2,8.95,15.83,3,8.98,16.03,4,8.86,16.14
1,8.43,24.16,2,8.61,24.44,3,8.43,24.46,4,8.39,24.53
1,8.56,32.72,3,8.92,33.36,2,8.67,33.13,4,8.85,33.38
1,8.79,41.506,3,9.14,42.500,2,9.01,42.135,0,,PEN
