NOH Do Hee POSITION,NOH Do Hee LAP TIME,NOH Do Hee ELAPSED TIME,SIGHEL Arianna POSITION,SIGHEL Arianna LAP TIME,SIGHEL Arianna ELAPSED TIME,SARAULT Courtney Lee POSITION,SARAULT Courtney Lee LAP TIME,SARAULT Courtney Lee ELAPSED TIME,BOTTER GOMEZ Nicole POSITION,BOTTER GOMEZ Nicole LAP TIME,BOTTER GOMEZ Nicole ELAPSED TIME,SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME
1,13.59,13.59,3,13.79,,2,13.68,13.68,5,13.87,13.87,4,13.83,13.83
2,10.43,24.02,4,10.45,,3,10.42,24.10,5,10.47,24.34,1,10.00,23.83
1,9.45,33.47,4,9.47,,2,9.44,33.54,5,9.46,33.80,3,9.74,33.57
3,9.63,43.10,4,9.47,,1,9.15,42.69,5,9.45,43.25,2,9.36,42.93
3,9.42,52.52,4,9.42,,1,9.50,52.19,5,9.45,52.70,2,9.44,52.37
3,9.38,1:01.90,4,9.49,,1,9.60,1:01.79,5,9.49,1:02.19,2,9.52,1:01.89
2,9.91,1:11.81,2,9.72,,1,9.58,1:11.37,5,9.86,1:12.05,4,10.15,1:12.04
5,42.50,1:54.31,4,34.61,,1,9.86,1:21.23,2,9.82,1:21.87,3,10.34,1:22.38
5,21.27,2:15.58,4,19.09,,1,10.27,1:31.50,2,9.97,1:31.84,3,10.53,1:32.910
