START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
1,8.78,8.78,3,8.97,8.97,2,8.83,8.83,5,9.28,9.28,4,9.02,9.02,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,m,Preliminaries,1
3,12.57,21.35,5,12.57,21.54,4,12.64,21.47,2,12.05,21.33,1,12.30,21.32,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,m,Preliminaries,1
4,11.86,33.21,5,11.73,33.27,1,11.24,32.71,2,11.73,33.06,3,11.89,33.21,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,m,Preliminaries,1
5,11.72,44.93,2,11.40,44.67,1,11.86,44.57,3,11.74,44.80,4,11.72,44.93,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,m,Preliminaries,1
4,11.21,56.14,1,10.76,55.43,2,11.08,55.65,3,11.12,55.92,5,11.22,56.15,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,m,Preliminaries,1
5,11.06,1:07.20,1,11.15,1:06.58,2,11.12,1:06.77,3,11.16,1:07.08,4,11.05,1:07.20,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,m,Preliminaries,1
3,10.43,1:17.63,2,10.95,1:17.53,1,10.71,1:17.48,4,10.86,1:17.94,5,11.01,1:18.21,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,m,Preliminaries,1
3,10.46,1:28.09,1,10.28,1:27.81,2,10.48,1:27.96,4,10.19,1:28.13,5,10.23,1:28.44,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,m,Preliminaries,1
3,10.32,1:38.41,1,10.43,1:38.24,2,10.41,1:38.37,4,10.53,1:38.66,5,10.35,1:38.79,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,m,Preliminaries,1
1,9.67,1:48.08,2,9.89,1:48.13,3,9.92,1:48.29,4,9.88,1:48.54,5,9.93,1:48.72,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,m,Preliminaries,1
1,9.69,1:57.77,2,9.82,1:57.95,3,9.77,1:58.06,4,9.68,1:58.22,5,9.86,1:58.58,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,m,Preliminaries,1
1,9.59,2:07.36,2,9.44,2:07.39,3,9.50,2:07.56,4,9.47,2:07.69,5,9.75,2:08.33,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,m,Preliminaries,1
1,9.31,2:16.67,2,9.45,2:16.84,3,9.42,2:16.98,4,9.49,2:17.18,5,9.98,2:18.31,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,m,Preliminaries,1
1,9.46,2:26.130,2,9.56,2:26.398,3,9.43,2:26.402,4,9.48,2:26.652,5,10.56,2:28.861,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,m,Preliminaries,1
