LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME,Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Gisle TVERLAND POSITION,Gisle TVERLAND LAP TIME,Gisle TVERLAND ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME
1,13.166,13.166,2,13.282,13.282,4,13.507,13.507,3,13.350,13.350
3,10.720,23.886,1,10.258,23.539,2,10.234,23.741,4,10.550,23.900
2,10.339,34.224,1,10.465,34.004,3,10.628,34.368,4,10.495,34.394
2,10.189,44.412,1,10.203,44.207,3,10.166,44.534,4,10.155,44.549
2,9.480,53.892,1,9.471,53.678,4,9.492,54.025,3,9.403,53.952
2,9.394,1:03.285,1,9.475,1:03.152,4,9.383,1:03.408,3,9.388,1:03.340
2,9.304,1:12.589,1,9.384,1:12.536,4,9.421,1:12.828,3,9.389,1:12.729
1,9.546,1:22.134,2,9.708,1:22.243,4,9.752,1:22.580,3,9.632,1:22.360
1,10.02,1:32.150,2,9.95,1:32.187,3,10.57,1:33.146,0,,DQ
