BEAN Nicholas POSITION,BEAN Nicholas LAP TIME,BEAN Nicholas ELAPSED TIME,Ian UPCOTT POSITION,Ian UPCOTT LAP TIME,Ian UPCOTT ELAPSED TIME,VOLIKOV Artem POSITION,VOLIKOV Artem LAP TIME,VOLIKOV Artem ELAPSED TIME,CHENG Eric I POSITION,CHENG Eric I LAP TIME,CHENG Eric I ELAPSED TIME
0,6.843,6.843,0,7.013,7.013,0,7.201,7.201,0,7.438,7.438
0,9.259,16.102,0,9.397,16.410,0,9.354,16.555,0,9.284,16.722
0,8.915,25.016,0,8.880,25.290,0,8.752,25.307,0,8.923,25.645
0,9.073,34.089,0,9.005,34.295,0,8.876,34.183,0,8.961,34.606
0,,,0,,,0,,,0,,
