Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,Gabriella HACHEM POSITION,Gabriella HACHEM LAP TIME,Gabriella HACHEM ELAPSED TIME,AHN Se Jung POSITION,AHN Se Jung LAP TIME,AHN Se Jung ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME
1,16.34,16.34,2,16.43,16.43,4,16.77,16.77,3,16.63,16.63
1,12.01,28.35,2,12.03,28.46,4,11.97,28.74,3,11.97,28.60
1,10.83,39.18,2,10.82,39.28,4,10.82,39.56,3,10.84,39.44
1,10.29,49.47,2,10.30,49.58,4,10.27,49.83,3,10.30,49.74
1,9.90,59.37,2,9.91,59.49,3,9.82,59.65,4,9.96,59.70
1,9.74,1:09.11,3,9.96,1:09.45,2,9.59,1:09.24,4,10.42,1:10.12
1,9.75,1:18.86,3,10.23,1:19.68,2,9.71,1:18.95,4,11.72,1:21.84
1,9.96,1:28.82,3,10.66,1:30.34,2,9.99,1:28.94,4,12.87,1:34.71
1,10.20,1:39.02,3,11.13,1:41.451,2,10.21,1:39.15,4,14.15,1:48.827
