Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME
1,7.24,7.24,2,7.37,7.37,3,7.48,7.48,4,7.59,7.59
1,9.34,16.58,2,9.31,16.68,3,9.28,16.76,4,9.28,16.87
1,8.72,25.30,2,8.72,25.40,3,8.73,25.49,4,8.69,25.56
1,8.92,34.22,2,8.84,34.24,3,8.85,34.34,4,8.86,34.42
2,9.10,43.317,1,8.96,43.192,3,9.04,43.354,4,9.04,43.448
