Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
1,7.188,7.188,2,7.227,7.227,3,7.487,7.487,4,7.614,7.614
2,9.894,17.082,1,9.800,17.027,3,9.720,17.206,4,9.677,17.290
1,9.544,26.626,2,9.616,26.642,4,9.726,26.932,3,9.533,26.823
2,9.663,36.288,1,9.631,36.273,4,9.621,36.553,3,9.492,36.314
2,9.87,46.150,3,10.00,46.272,4,10.01,46.562,1,9.82,46.134
