Vladislav MIKHAILOV POSITION,Vladislav MIKHAILOV LAP TIME,Vladislav MIKHAILOV ELAPSED TIME,MOON Won Jun POSITION,MOON Won Jun LAP TIME,MOON Won Jun ELAPSED TIME,Oliver RINGER POSITION,Oliver RINGER LAP TIME,Oliver RINGER ELAPSED TIME,BLUNDEN Keanu POSITION,BLUNDEN Keanu LAP TIME,BLUNDEN Keanu ELAPSED TIME,Jack BURROWS POSITION,Jack BURROWS LAP TIME,Jack BURROWS ELAPSED TIME
5,15.07,15.07,3,14.89,14.89,1,14.55,14.55,2,14.71,14.71,4,14.97,14.97
5,11.52,26.59,3,11.42,26.31,2,11.61,26.16,1,11.36,26.07,4,11.49,26.46
4,10.08,36.67,3,10.29,36.60,5,10.52,36.68,2,10.40,36.47,1,9.78,36.24
4,9.66,46.33,3,9.56,46.16,5,9.67,46.35,2,9.59,46.06,1,9.74,45.98
4,9.37,55.70,3,9.46,55.62,5,9.53,55.88,1,9.34,55.40,2,9.56,55.54
4,9.36,1:05.06,2,9.16,1:04.78,5,9.83,1:05.71,1,9.26,1:04.66,3,9.26,1:04.80
4,9.29,1:14.35,1,8.89,1:13.67,5,10.25,1:15.96,2,9.16,1:13.82,3,9.19,1:13.99
4,9.75,1:24.10,1,8.97,1:22.64,5,10.81,1:26.77,2,9.05,1:22.87,3,9.26,1:23.25
4,10.66,1:34.76,1,9.26,1:31.90,5,11.17,1:37.94,2,9.35,1:32.22,3,9.93,1:33.18
