Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME,Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME
4,7.307,7.307,2,7.092,7.092,1,6.940,6.940,3,7.246,7.246
4,9.630,16.936,2,9.041,16.133,1,9.108,16.047,3,9.449,16.695
4,9.220,26.156,2,8.783,24.915,1,8.847,24.894,3,9.152,25.847
4,9.210,35.366,2,9.096,34.011,1,9.103,33.996,3,9.335,35.181
4,9.68,45.046,1,9.37,43.374,2,9.70,43.695,3,9.53,44.702
