KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME
1,6.76,6.76,2,6.95,6.95,3,7.02,7.02,4,7.17,7.17
1,9.00,15.76,2,8.94,15.89,3,8.97,15.99,4,8.93,16.10
1,8.69,24.45,2,8.62,24.51,3,8.57,24.56,4,8.70,24.80
1,8.74,33.19,2,8.82,33.33,4,17.47,42.03,3,8.87,33.67
1,8.92,42.105,2,8.92,42.241,4,16.51,58.536,3,9.00,42.662
