Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME
2,7.21,7.21,3,7.38,7.38,1,7.01,7.01
2,9.13,16.34,3,9.13,16.51,1,9.05,16.06
2,8.63,24.97,3,8.65,25.16,1,8.65,24.71
2,8.68,33.65,3,8.91,34.07,1,8.78,33.49
2,9.01,42.651,3,9.24,43.309,1,9.10,42.588
