Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Thibault CROLET POSITION,Thibault CROLET LAP TIME,Thibault CROLET ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,KIM Yun-Jae POSITION,KIM Yun-Jae LAP TIME,KIM Yun-Jae ELAPSED TIME
2,12.81,12.81,4,13.02,13.02,1,12.69,12.69,3,12.86,12.86
3,9.93,22.74,4,9.81,22.83,1,9.86,22.55,2,9.78,22.64
3,9.78,32.52,4,9.82,32.65,1,9.77,32.32,2,9.75,32.39
3,9.49,42.01,4,9.46,42.11,1,9.49,41.81,2,9.51,41.90
3,9.40,51.41,4,9.40,51.51,1,9.39,51.20,2,9.42,51.32
3,9.22,1:00.63,4,9.24,1:00.75,1,9.22,1:00.42,2,9.20,1:00.52
3,9.16,1:09.79,4,9.14,1:09.89,1,9.15,1:09.57,2,9.13,1:09.65
3,8.97,1:18.76,4,8.96,1:18.85,1,9.02,1:18.59,2,9.02,1:18.67
3,9.19,1:27.946,4,9.28,1:28.121,1,9.15,1:27.738,2,9.14,1:27.808
