Mak KRSTIC POSITION,Mak KRSTIC LAP TIME,Mak KRSTIC ELAPSED TIME,Georgi TSVETKOV POSITION,Georgi TSVETKOV LAP TIME,Georgi TSVETKOV ELAPSED TIME,Lovro ZGOZNIK POSITION,Lovro ZGOZNIK LAP TIME,Lovro ZGOZNIK ELAPSED TIME,Liam O'BRIEN POSITION,Liam O'BRIEN LAP TIME,Liam O'BRIEN ELAPSED TIME
3,14.47,14.47,2,14.29,14.29,4,14.61,14.61,1,13.96,13.96
3,11.00,25.47,2,10.62,24.91,4,10.98,25.59,1,10.00,23.96
3,10.56,36.03,2,10.78,35.69,4,10.59,36.18,1,9.39,33.35
3,10.56,46.59,2,10.80,46.49,4,10.54,46.72,1,9.62,42.97
3,11.09,57.68,2,11.06,57.55,4,18.98,1:05.70,1,9.79,52.76
3,11.44,1:09.12,2,11.41,1:08.96,4,18.76,1:24.46,1,9.82,1:02.58
3,11.32,1:20.44,2,11.41,1:20.37,4,14.32,1:38.78,1,9.97,1:12.55
2,11.33,1:31.77,3,11.88,1:32.25,4,13.57,1:52.35,1,10.09,1:22.64
2,11.41,1:43.159,3,11.59,1:43.808,4,12.54,2:04.861,1,10.17,1:32.792
