CHOI Ji Hyun POSITION,CHOI Ji Hyun LAP TIME,CHOI Ji Hyun ELAPSED TIME,Roza KOOYSTRA POSITION,Roza KOOYSTRA LAP TIME,Roza KOOYSTRA ELAPSED TIME,Toko NANRI POSITION,Toko NANRI LAP TIME,Toko NANRI ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME
1,7.70,7.70,2,7.98,7.98,3,8.13,8.13,4,8.22,8.22
1,10.04,17.74,4,10.39,18.37,2,10.16,18.29,3,10.13,18.35
1,9.51,27.25,4,9.79,28.16,2,9.46,27.75,3,9.51,27.86
1,9.54,36.79,4,9.71,37.87,2,9.45,37.20,3,9.43,37.29
1,9.78,46.57,4,9.79,47.662,2,9.86,47.06,3,9.90,47.19
