Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME
1,6.83,6.83,3,7.11,7.11,4,7.23,7.23,2,6.95,6.95
1,8.95,15.78,4,8.94,16.05,3,8.72,15.95,2,8.89,15.84
1,8.47,24.25,4,8.46,24.51,3,8.47,24.42,2,8.46,24.30
1,8.53,32.78,4,8.54,33.05,2,8.49,32.91,3,8.63,32.93
1,8.69,41.467,3,8.60,41.641,2,8.62,41.530,4,9.05,41.977
