Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Ekaterina STUKANOV POSITION,Ekaterina STUKANOV LAP TIME,Ekaterina STUKANOV ELAPSED TIME,Anja KOLAR POSITION,Anja KOLAR LAP TIME,Anja KOLAR ELAPSED TIME
3,15.111,15.111,1,14.965,14.965,2,14.968,14.968,4,15.122,15.122
3,11.320,26.430,2,11.179,26.143,1,10.928,25.896,4,11.432,26.554
3,10.872,37.301,2,10.961,37.104,1,10.948,36.844,4,10.762,37.315
3,10.967,48.268,2,10.957,48.060,1,11.009,47.853,4,11.054,48.368
3,10.732,58.999,2,10.773,58.833,1,10.904,58.756,4,10.772,59.139
2,10.300,1:09.299,1,10.256,1:09.089,3,10.788,1:09.544,4,10.904,1:10.043
2,10.347,1:19.645,1,10.291,1:19.380,3,10.669,1:20.213,4,10.756,1:20.799
2,10.317,1:29.962,1,10.265,1:29.644,3,10.945,1:31.157,4,10.886,1:31.684
2,10.75,1:40.706,1,10.69,1:40.326,3,11.37,1:42.519,4,11.07,1:42.745
