CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,KIM Ji Yoo POSITION,KIM Ji Yoo LAP TIME,KIM Ji Yoo ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME
1,7.17,7.17,4,7.54,7.54,5,7.74,7.74,3,7.33,7.33,2,7.29,7.29
1,9.24,16.41,4,9.27,16.81,5,9.17,16.91,3,9.27,16.60,2,9.23,16.52
1,8.88,25.29,4,8.70,25.51,5,8.82,25.73,3,8.85,25.45,2,8.87,25.39
1,9.06,34.35,4,9.18,34.69,5,9.15,34.88,3,9.08,34.53,2,9.04,34.43
1,9.28,43.63,4,9.19,43.883,5,9.16,44.044,3,9.24,43.776,2,9.27,43.70
