SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME
1,13.46,13.46,2,13.60,13.60,5,13.95,,3,13.75,13.75,4,13.85,13.85
1,10.15,23.61,2,10.15,23.75,5,10.21,,3,10.18,23.93,4,10.21,24.06
1,9.92,33.53,2,9.91,33.66,5,9.84,,3,9.88,33.81,4,9.85,33.91
1,9.78,43.31,2,9.79,43.45,5,9.84,,3,9.79,43.60,4,9.80,43.71
1,9.52,52.83,2,9.56,53.01,5,9.45,,3,9.53,53.13,4,9.51,53.22
1,9.37,1:02.20,2,9.33,1:02.34,5,9.44,,3,9.41,1:02.54,4,9.38,1:02.60
1,9.44,1:11.64,2,9.44,1:11.78,5,9.34,,3,9.37,1:11.91,4,9.40,1:12.00
1,9.61,1:21.25,2,9.57,1:21.35,5,9.92,,3,9.55,1:21.46,4,9.87,1:21.87
1,9.77,1:31.02,3,9.92,1:31.27,5,10.33,,2,9.70,1:31.16,4,9.85,1:31.720
