Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Alanna KRAUS POSITION,Alanna KRAUS LAP TIME,Alanna KRAUS ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME
4,15.829,15.829,3,15.810,15.810,2,15.591,15.591,1,15.461,15.461
4,12.039,27.868,3,12.055,27.865,2,12.012,27.603,1,12.141,27.602
4,11.050,38.918,3,10.946,38.811,1,11.054,38.656,2,11.122,38.724
4,9.922,48.839,3,9.912,48.722,1,9.911,48.566,2,9.932,48.655
4,9.641,58.479,3,9.624,58.346,2,9.674,58.240,1,9.554,58.209
4,9.682,1:08.161,2,9.637,1:07.983,3,9.810,1:08.049,1,9.613,1:07.822
3,9.822,1:17.983,2,9.852,1:17.835,4,9.936,1:17.984,1,9.930,1:17.751
3,10.032,1:28.015,2,10.155,1:27.989,4,10.138,1:28.121,1,9.985,1:27.735
3,10.29,1:38.302,2,10.17,1:38.155,4,10.59,1:38.705,1,10.31,1:38.039
