van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,LIU Yang POSITION,LIU Yang LAP TIME,LIU Yang ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,LI Hongshuang POSITION,LI Hongshuang LAP TIME,LI Hongshuang ELAPSED TIME
2,13.15,13.15,3,13.17,13.17,4,13.22,13.22,5,13.39,13.39,1,13.06,13.06,6,13.52,
3,10.23,23.38,1,10.01,23.18,3,10.16,23.38,5,10.13,23.52,2,10.23,23.29,6,10.03,
5,10.01,33.39,2,10.03,33.21,1,9.64,33.02,6,10.03,33.55,4,10.08,33.37,3,9.74,
3,9.60,42.99,2,9.66,42.87,1,9.76,42.78,6,9.67,43.22,4,9.72,43.09,4,9.80,
3,9.65,52.64,2,9.58,52.45,1,9.66,52.44,5,9.73,52.95,4,9.72,52.81,6,11.25,
2,9.85,1:02.49,1,9.94,1:02.39,4,10.35,1:02.79,5,9.94,1:02.89,3,9.81,1:02.62,6,12.74,
2,10.09,1:12.58,1,10.08,1:12.47,4,10.00,1:12.79,5,10.02,1:12.91,3,10.06,1:12.68,6,13.41,
2,10.08,1:22.66,1,10.12,1:22.59,4,10.09,1:22.88,5,10.09,1:23.00,3,10.07,1:22.75,6,15.17,
2,10.31,1:32.963,1,10.30,1:32.887,4,10.36,1:33.231,5,10.29,1:33.285,3,10.38,1:33.116,6,12.94,
