CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,LI Hongshuang POSITION,LI Hongshuang LAP TIME,LI Hongshuang ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME
1,7.27,7.27,2,7.48,7.48,3,7.69,7.69,5,8.07,8.07,4,7.90,7.90
1,9.25,16.52,2,9.25,16.73,3,9.28,16.97,5,9.38,17.45,4,9.33,17.23
1,8.76,25.28,2,8.80,25.53,3,8.92,25.89,4,8.80,26.25,5,37.54,54.77
1,8.90,34.18,2,9.03,34.56,3,8.95,34.84,4,8.83,35.08,5,13.82,1:08.59
1,9.06,43.222,2,9.28,43.822,3,9.16,43.992,4,9.03,44.090,5,10.89,1:19.466
