Serdar ILTIR POSITION,Serdar ILTIR LAP TIME,Serdar ILTIR ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME
3,12.99,12.99,1,12.79,12.79,2,12.92,12.92,4,13.12,13.12
3,9.74,22.73,1,9.75,22.54,2,9.71,22.63,4,9.73,22.85
3,9.27,32.00,1,9.22,31.76,2,9.23,31.86,4,9.24,32.09
4,9.21,41.21,1,9.13,40.89,2,9.13,40.99,3,8.99,41.08
4,9.14,50.35,1,9.09,49.98,2,9.05,50.04,3,8.98,50.06
2,9.30,59.65,1,9.01,58.99,4,14.55,1:04.59,3,10.63,1:00.69
2,9.67,1:09.32,1,9.07,1:08.06,4,18.56,1:23.15,3,10.12,1:10.81
2,10.14,1:19.46,1,9.11,1:17.17,4,16.38,1:39.53,3,10.02,1:20.83
2,10.50,1:29.954,1,9.27,1:26.440,3,14.73,1:54.260,0,,PEN
