Paula BZURA POSITION,Paula BZURA LAP TIME,Paula BZURA ELAPSED TIME,Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME
3,13.82,13.82,2,13.67,13.67,1,13.58,13.58
3,10.36,24.18,2,10.38,24.05,1,10.37,23.95
3,10.03,34.21,2,10.07,34.12,1,10.06,34.01
3,10.23,44.44,2,10.21,44.33,1,10.24,44.25
3,10.38,54.82,1,10.36,54.69,2,10.45,54.70
3,10.41,1:05.23,1,10.09,1:04.78,2,10.43,1:05.13
2,10.34,1:15.57,1,10.27,1:15.05,3,10.83,1:15.96
2,10.51,1:26.08,1,10.55,1:25.60,3,11.23,1:27.19
2,10.54,1:36.611,1,10.35,1:35.949,3,11.31,1:38.494
