Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Marta PASKEVICA POSITION,Marta PASKEVICA LAP TIME,Marta PASKEVICA ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME
4,16.09,16.09,2,15.75,15.75,5,16.25,16.25,3,15.93,15.93,1,15.62,15.62
4,12.42,28.51,2,12.26,28.01,5,12.41,28.66,3,12.36,28.29,1,12.22,27.84
4,10.44,38.95,2,10.61,38.62,5,10.44,39.10,3,10.48,38.77,1,10.63,38.47
4,9.94,48.89,3,10.18,48.80,5,9.91,49.01,2,9.95,48.72,1,10.19,48.66
4,10.14,59.03,5,10.40,59.20,2,9.78,58.79,3,10.20,58.92,1,10.13,58.79
4,9.72,1:08.75,5,10.51,1:09.71,1,9.65,1:08.44,3,9.69,1:08.61,2,9.73,1:08.52
4,9.73,1:18.48,5,10.85,1:20.56,1,9.72,1:18.16,3,9.66,1:18.27,2,9.75,1:18.27
4,9.73,1:28.21,5,11.42,1:31.98,1,9.59,1:27.75,2,9.71,1:27.98,3,9.84,1:28.11
4,9.92,1:38.125,5,11.73,1:43.710,1,9.76,1:37.508,2,9.89,1:37.868,3,9.90,1:38.001
