LEE Han-Bin POSITION,LEE Han-Bin LAP TIME,LEE Han-Bin ELAPSED TIME,Arno JASPERS POSITION,Arno JASPERS LAP TIME,Arno JASPERS ELAPSED TIME,Thomas PEARCE POSITION,Thomas PEARCE LAP TIME,Thomas PEARCE ELAPSED TIME,Viktor DIMITROV POSITION,Viktor DIMITROV LAP TIME,Viktor DIMITROV ELAPSED TIME,Boren ZUNAC POSITION,Boren ZUNAC LAP TIME,Boren ZUNAC ELAPSED TIME
5,15.020,15.020,2,14.452,14.452,3,14.824,14.824,4,14.827,14.827,1,14.417,14.417
5,10.570,25.590,2,10.504,24.956,4,10.508,25.332,1,10.123,24.950,3,10.718,25.135
5,10.459,36.050,2,10.718,35.675,4,10.566,35.898,1,10.621,35.571,3,10.573,35.708
5,10.443,46.492,1,10.343,46.017,4,10.556,46.454,2,10.447,46.018,3,10.602,46.310
4,9.989,56.482,2,10.020,56.037,5,10.150,56.604,1,9.961,55.979,3,9.885,56.195
4,9.699,1:06.181,1,9.678,1:05.715,5,10.206,1:06.810,3,10.121,1:06.100,2,9.901,1:06.096
2,9.472,1:15.653,1,9.675,1:15.390,5,10.673,1:17.483,3,9.577,1:15.677,4,10.083,1:16.179
1,9.463,1:25.116,2,10.182,1:25.572,5,10.351,1:27.834,3,9.962,1:25.639,4,9.945,1:26.124
1,9.691,1:34.806,2,10.316,1:35.888,5,11.185,1:39.019,3,10.556,1:36.195,4,10.283,1:36.407
