Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,ZHANG Hongchao POSITION,ZHANG Hongchao LAP TIME,ZHANG Hongchao ELAPSED TIME,Hiroki YOKOYAMA POSITION,Hiroki YOKOYAMA LAP TIME,Hiroki YOKOYAMA ELAPSED TIME,Hazar KARAGOL POSITION,Hazar KARAGOL LAP TIME,Hazar KARAGOL ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
3,13.13,13.13,1,12.89,12.89,2,13.03,13.03,6,13.52,13.52,5,13.26,13.26,4,13.15,13.15
4,9.53,22.66,2,9.62,22.51,3,9.62,22.65,6,9.50,23.02,5,9.50,22.76,1,9.33,22.48
3,9.27,31.93,1,9.23,31.74,5,9.44,32.09,6,9.28,32.30,4,9.31,32.07,2,9.28,31.76
3,9.26,41.19,1,9.20,40.94,5,9.34,41.43,6,9.25,41.55,4,9.25,41.32,2,9.33,41.09
3,9.29,50.48,1,9.33,50.27,5,9.20,50.63,6,9.45,51.00,4,9.26,50.58,2,9.22,50.31
3,9.14,59.62,2,9.22,59.49,5,9.28,59.91,6,9.81,1:00.81,4,9.17,59.75,1,9.05,59.36
3,9.16,1:08.78,2,9.10,1:08.59,5,9.44,1:09.35,6,10.27,1:11.08,4,9.19,1:08.94,1,9.02,1:08.38
3,9.35,1:18.13,2,9.13,1:17.72,5,10.32,1:19.67,6,10.78,1:21.86,4,9.23,1:18.17,1,9.20,1:17.58
4,9.89,1:28.02,2,9.28,1:27.00,5,11.58,1:31.25,6,11.11,1:32.97,3,9.41,1:27.58,1,9.33,1:26.91
