Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME,MENG Xiaoxue POSITION,MENG Xiaoxue LAP TIME,MENG Xiaoxue ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME
2,7.30,7.30,1,7.28,7.28,4,7.75,7.75,3,7.71,7.71
2,9.48,16.78,1,9.35,16.63,4,9.92,17.67,3,9.42,17.13
2,8.88,25.67,1,9.02,25.65,4,9.09,26.77,3,9.04,26.17
2,8.96,34.63,1,8.93,34.59,4,9.17,35.94,3,9.24,35.42
1,9.23,43.860,2,9.46,44.042,4,9.39,45.322,3,9.59,45.007
