AHN Hyun Jun POSITION,AHN Hyun Jun LAP TIME,AHN Hyun Jun ELAPSED TIME,Brandon KIM POSITION,Brandon KIM LAP TIME,Brandon KIM ELAPSED TIME,NADALINI Thomas POSITION,NADALINI Thomas LAP TIME,NADALINI Thomas ELAPSED TIME,Julian MACARAEG POSITION,Julian MACARAEG LAP TIME,Julian MACARAEG ELAPSED TIME
1,15.18,15.18,4,15.46,15.46,2,15.27,15.27,3,15.34,15.34
1,11.13,26.31,4,11.17,26.63,2,11.19,26.46,3,11.26,26.60
1,9.87,36.18,3,9.76,36.39,2,9.81,36.27,4,9.86,36.46
1,9.52,45.70,3,9.57,45.96,2,9.56,45.83,4,9.60,46.06
1,9.30,55.00,3,9.24,55.20,2,9.25,55.08,4,9.24,55.30
1,9.16,1:04.16,3,9.17,1:04.37,2,9.17,1:04.25,4,9.17,1:04.47
1,9.00,1:13.16,3,8.99,1:13.36,2,9.00,1:13.25,4,9.11,1:13.58
1,8.98,1:22.14,2,8.97,1:22.33,3,9.14,1:22.39,4,9.02,1:22.60
1,9.03,1:31.17,2,8.95,1:31.28,3,8.94,1:31.33,4,9.17,1:31.779
