Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME,Ganbat JARGALANCHULUUN POSITION,Ganbat JARGALANCHULUUN LAP TIME,Ganbat JARGALANCHULUUN ELAPSED TIME,LO Wei-Lin POSITION,LO Wei-Lin LAP TIME,LO Wei-Lin ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME
1,6.843,6.843,3,7.446,7.446,2,6.983,6.983,4,7.477,7.477
1,9.379,16.222,4,10.505,17.951,3,9.632,16.614,2,8.883,16.360
1,9.167,25.389,4,9.899,27.849,3,9.021,25.635,2,9.083,25.442
1,9.299,34.687,4,10.099,37.948,3,9.317,34.951,2,9.271,34.713
2,9.63,44.313,4,10.39,48.338,3,9.47,44.412,1,9.51,44.223
