Denis BELLOTTI POSITION,Denis BELLOTTI LAP TIME,Denis BELLOTTI ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Lauge Hye LANGKJER POSITION,Lauge Hye LANGKJER LAP TIME,Lauge Hye LANGKJER ELAPSED TIME
0,6.856,6.856,0,7.027,7.027,0,7.080,7.080,0,7.783,7.783
0,9.383,16.239,0,9.088,16.114,0,9.246,16.326,0,10.385,18.168
0,8.884,25.123,0,9.012,25.127,0,8.762,25.087,0,10.189,28.357
0,8.559,33.682,0,9.019,34.145,0,9.196,34.284,0,,
0,,,0,,,0,,,0,,
