Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,Yevgen YAKOVLEV POSITION,Yevgen YAKOVLEV LAP TIME,Yevgen YAKOVLEV ELAPSED TIME
3,6.779,6.779,2,6.625,6.625,1,6.578,6.578,4,7.192,7.192
3,9.161,15.939,1,9.148,15.772,2,9.302,15.880,4,8.848,16.040
3,8.667,24.606,2,8.633,24.405,1,8.497,24.376,4,9.043,25.082
3,8.697,33.302,1,8.606,33.011,2,8.663,33.038,4,9.237,34.318
3,9.15,42.447,1,8.92,41.925,2,9.15,42.184,4,9.54,43.850
